ZIP_CODE,ZIP_GEOID,CSA_CODE,CSA_NAME,ZIP_NAME,TOTAL_POP,POP_DEN,AREA_SQMI,TOP_30,LESS_30_INC,LESS_30_INC_M,LESS_30_RENT,30_60_INC_L,30_60_INC_U,30_60_INC_L_M,30_60_INC_U_M,30_60_RENT,60_90_INC_L,60_90_INC_U,60_90_INC_L_M,60_90_INC_U_M,60_90_RENT,90_120_INC_L,90_120_INC_U,90_120_INC_L_M,90_120_INC_U_M,90_120_RENT,120_150_INC_L,120_150_INC_U,120_150_INC_L_M,120_150_INC_U_M,120_150_RENT,MORE_150_INC,MORE_150_INC_M,MORE_150_RENT
44137,860Z200US44137,184,"Cleveland-Akron-Canton, OH",ZCTA5 44137,23610,4548,5,1,"$30,000","$2,500",$400,"$30,001","$55,000","$2,501","$4,600","$1,100","$55,001","$85,000","$4,601","$7,100","$1,800","$85,001","$115,000","$7,101","$9,600","$2,500","$115,001","$145,000","$9,601","$12,100","$3,300","$145,001","$12,101","$3,900"
44224,860Z200US44224,184,"Cleveland-Akron-Canton, OH",ZCTA5 44224,38715,1897,20,1,"$30,000","$2,500",$400,"$30,001","$55,000","$2,501","$4,600","$1,100","$55,001","$85,000","$4,601","$7,100","$1,800","$85,001","$115,000","$7,101","$9,600","$2,500","$115,001","$145,000","$9,601","$12,100","$3,300","$145,001","$12,101","$3,900"
44320,860Z200US44320,184,"Cleveland-Akron-Canton, OH",ZCTA5 44320,17786,1774,10,1,"$30,000","$2,500",$400,"$30,001","$55,000","$2,501","$4,600","$1,100","$55,001","$85,000","$4,601","$7,100","$1,800","$85,001","$115,000","$7,101","$9,600","$2,500","$115,001","$145,000","$9,601","$12,100","$3,300","$145,001","$12,101","$3,900"
44262,860Z200US44262,184,"Cleveland-Akron-Canton, OH",ZCTA5 44262,4966,1857,3,1,"$30,000","$2,500",$400,"$30,001","$55,000","$2,501","$4,600","$1,100","$55,001","$85,000","$4,601","$7,100","$1,800","$85,001","$115,000","$7,101","$9,600","$2,500","$115,001","$145,000","$9,601","$12,100","$3,300","$145,001","$12,101","$3,900"
44325,860Z200US44325,184,"Cleveland-Akron-Canton, OH",ZCTA5 44325,774,2665,0,1,"$30,000","$2,500",$400,"$30,001","$55,000","$2,501","$4,600","$1,100","$55,001","$85,000","$4,601","$7,100","$1,800","$85,001","$115,000","$7,101","$9,600","$2,500","$115,001","$145,000","$9,601","$12,100","$3,300","$145,001","$12,101","$3,900"
44126,860Z200US44126,184,"Cleveland-Akron-Canton, OH",ZCTA5 44126,17114,3812,4,1,"$30,000","$2,500",$400,"$30,001","$55,000","$2,501","$4,600","$1,100","$55,001","$85,000","$4,601","$7,100","$1,800","$85,001","$115,000","$7,101","$9,600","$2,500","$115,001","$145,000","$9,601","$12,100","$3,300","$145,001","$12,101","$3,900"
44236,860Z200US44236,184,"Cleveland-Akron-Canton, OH",ZCTA5 44236,26269,820,32,1,"$30,000","$2,500",$400,"$30,001","$55,000","$2,501","$4,600","$1,100","$55,001","$85,000","$4,601","$7,100","$1,800","$85,001","$115,000","$7,101","$9,600","$2,500","$115,001","$145,000","$9,601","$12,100","$3,300","$145,001","$12,101","$3,900"
44125,860Z200US44125,184,"Cleveland-Akron-Canton, OH",ZCTA5 44125,29605,2115,14,1,"$30,000","$2,500",$400,"$30,001","$55,000","$2,501","$4,600","$1,100","$55,001","$85,000","$4,601","$7,100","$1,800","$85,001","$115,000","$7,101","$9,600","$2,500","$115,001","$145,000","$9,601","$12,100","$3,300","$145,001","$12,101","$3,900"
44121,860Z200US44121,184,"Cleveland-Akron-Canton, OH",ZCTA5 44121,32840,5163,6,1,"$30,000","$2,500",$400,"$30,001","$55,000","$2,501","$4,600","$1,100","$55,001","$85,000","$4,601","$7,100","$1,800","$85,001","$115,000","$7,101","$9,600","$2,500","$115,001","$145,000","$9,601","$12,100","$3,300","$145,001","$12,101","$3,900"
43408,860Z200US43408,184,"Cleveland-Akron-Canton, OH",ZCTA5 43408,355,540,1,1,"$30,000","$2,500",$400,"$30,001","$55,000","$2,501","$4,600","$1,100","$55,001","$85,000","$4,601","$7,100","$1,800","$85,001","$115,000","$7,101","$9,600","$2,500","$115,001","$145,000","$9,601","$12,100","$3,300","$145,001","$12,101","$3,900"
44313,860Z200US44313,184,"Cleveland-Akron-Canton, OH",ZCTA5 44313,27797,2061,13,1,"$30,000","$2,500",$400,"$30,001","$55,000","$2,501","$4,600","$1,100","$55,001","$85,000","$4,601","$7,100","$1,800","$85,001","$115,000","$7,101","$9,600","$2,500","$115,001","$145,000","$9,601","$12,100","$3,300","$145,001","$12,101","$3,900"
44243,860Z200US44243,184,"Cleveland-Akron-Canton, OH",ZCTA5 44243,4996,11811,0,1,"$30,000","$2,500",$400,"$30,001","$55,000","$2,501","$4,600","$1,100","$55,001","$85,000","$4,601","$7,100","$1,800","$85,001","$115,000","$7,101","$9,600","$2,500","$115,001","$145,000","$9,601","$12,100","$3,300","$145,001","$12,101","$3,900"
44223,860Z200US44223,184,"Cleveland-Akron-Canton, OH",ZCTA5 44223,18388,1242,15,1,"$30,000","$2,500",$400,"$30,001","$55,000","$2,501","$4,600","$1,100","$55,001","$85,000","$4,601","$7,100","$1,800","$85,001","$115,000","$7,101","$9,600","$2,500","$115,001","$145,000","$9,601","$12,100","$3,300","$145,001","$12,101","$3,900"
44133,860Z200US44133,184,"Cleveland-Akron-Canton, OH",ZCTA5 44133,31144,1453,21,1,"$30,000","$2,500",$400,"$30,001","$55,000","$2,501","$4,600","$1,100","$55,001","$85,000","$4,601","$7,100","$1,800","$85,001","$115,000","$7,101","$9,600","$2,500","$115,001","$145,000","$9,601","$12,100","$3,300","$145,001","$12,101","$3,900"
44850,860Z200US44850,184,"Cleveland-Akron-Canton, OH",ZCTA5 44850,256,676,0,1,"$30,000","$2,500",$400,"$30,001","$55,000","$2,501","$4,600","$1,100","$55,001","$85,000","$4,601","$7,100","$1,800","$85,001","$115,000","$7,101","$9,600","$2,500","$115,001","$145,000","$9,601","$12,100","$3,300","$145,001","$12,101","$3,900"
44311,860Z200US44311,184,"Cleveland-Akron-Canton, OH",ZCTA5 44311,7377,3949,2,1,"$30,000","$2,500",$400,"$30,001","$55,000","$2,501","$4,600","$1,100","$55,001","$85,000","$4,601","$7,100","$1,800","$85,001","$115,000","$7,101","$9,600","$2,500","$115,001","$145,000","$9,601","$12,100","$3,300","$145,001","$12,101","$3,900"
44143,860Z200US44143,184,"Cleveland-Akron-Canton, OH",ZCTA5 44143,24233,1722,14,1,"$30,000","$2,500",$400,"$30,001","$55,000","$2,501","$4,600","$1,100","$55,001","$85,000","$4,601","$7,100","$1,800","$85,001","$115,000","$7,101","$9,600","$2,500","$115,001","$145,000","$9,601","$12,100","$3,300","$145,001","$12,101","$3,900"
43439,860Z200US43439,184,"Cleveland-Akron-Canton, OH",ZCTA5 43439,39,1840,0,1,"$30,000","$2,500",$400,"$30,001","$55,000","$2,501","$4,600","$1,100","$55,001","$85,000","$4,601","$7,100","$1,800","$85,001","$115,000","$7,101","$9,600","$2,500","$115,001","$145,000","$9,601","$12,100","$3,300","$145,001","$12,101","$3,900"
44124,860Z200US44124,184,"Cleveland-Akron-Canton, OH",ZCTA5 44124,40208,2653,15,1,"$30,000","$2,500",$400,"$30,001","$55,000","$2,501","$4,600","$1,100","$55,001","$85,000","$4,601","$7,100","$1,800","$85,001","$115,000","$7,101","$9,600","$2,500","$115,001","$145,000","$9,601","$12,100","$3,300","$145,001","$12,101","$3,900"
44630,860Z200US44630,184,"Cleveland-Akron-Canton, OH",ZCTA5 44630,194,16721,0,1,"$30,000","$2,500",$400,"$30,001","$55,000","$2,501","$4,600","$1,100","$55,001","$85,000","$4,601","$7,100","$1,800","$85,001","$115,000","$7,101","$9,600","$2,500","$115,001","$145,000","$9,601","$12,100","$3,300","$145,001","$12,101","$3,900"
44070,860Z200US44070,184,"Cleveland-Akron-Canton, OH",ZCTA5 44070,32244,2762,12,1,"$30,000","$2,500",$400,"$30,001","$55,000","$2,501","$4,600","$1,100","$55,001","$85,000","$4,601","$7,100","$1,800","$85,001","$115,000","$7,101","$9,600","$2,500","$115,001","$145,000","$9,601","$12,100","$3,300","$145,001","$12,101","$3,900"
44138,860Z200US44138,184,"Cleveland-Akron-Canton, OH",ZCTA5 44138,23149,1677,14,1,"$30,000","$2,500",$400,"$30,001","$55,000","$2,501","$4,600","$1,100","$55,001","$85,000","$4,601","$7,100","$1,800","$85,001","$115,000","$7,101","$9,600","$2,500","$115,001","$145,000","$9,601","$12,100","$3,300","$145,001","$12,101","$3,900"
44870,860Z200US44870,184,"Cleveland-Akron-Canton, OH",ZCTA5 44870,40067,660,61,1,"$30,000","$2,500",$400,"$30,001","$55,000","$2,501","$4,600","$1,100","$55,001","$85,000","$4,601","$7,100","$1,800","$85,001","$115,000","$7,101","$9,600","$2,500","$115,001","$145,000","$9,601","$12,100","$3,300","$145,001","$12,101","$3,900"
44116,860Z200US44116,184,"Cleveland-Akron-Canton, OH",ZCTA5 44116,21575,4413,5,1,"$30,000","$2,500",$400,"$30,001","$55,000","$2,501","$4,600","$1,100","$55,001","$85,000","$4,601","$7,100","$1,800","$85,001","$115,000","$7,101","$9,600","$2,500","$115,001","$145,000","$9,601","$12,100","$3,300","$145,001","$12,101","$3,900"
44052,860Z200US44052,184,"Cleveland-Akron-Canton, OH",ZCTA5 44052,28264,2976,9,1,"$30,000","$2,500",$400,"$30,001","$55,000","$2,501","$4,600","$1,100","$55,001","$85,000","$4,601","$7,100","$1,800","$85,001","$115,000","$7,101","$9,600","$2,500","$115,001","$145,000","$9,601","$12,100","$3,300","$145,001","$12,101","$3,900"
44045,860Z200US44045,184,"Cleveland-Akron-Canton, OH",ZCTA5 44045,662,706,1,1,"$30,000","$2,500",$400,"$30,001","$55,000","$2,501","$4,600","$1,100","$55,001","$85,000","$4,601","$7,100","$1,800","$85,001","$115,000","$7,101","$9,600","$2,500","$115,001","$145,000","$9,601","$12,100","$3,300","$145,001","$12,101","$3,900"
44685,860Z200US44685,184,"Cleveland-Akron-Canton, OH",ZCTA5 44685,28875,1129,26,1,"$30,000","$2,500",$400,"$30,001","$55,000","$2,501","$4,600","$1,100","$55,001","$85,000","$4,601","$7,100","$1,800","$85,001","$115,000","$7,101","$9,600","$2,500","$115,001","$145,000","$9,601","$12,100","$3,300","$145,001","$12,101","$3,900"
44321,860Z200US44321,184,"Cleveland-Akron-Canton, OH",ZCTA5 44321,15932,1091,15,1,"$30,000","$2,500",$400,"$30,001","$55,000","$2,501","$4,600","$1,100","$55,001","$85,000","$4,601","$7,100","$1,800","$85,001","$115,000","$7,101","$9,600","$2,500","$115,001","$145,000","$9,601","$12,100","$3,300","$145,001","$12,101","$3,900"
44314,860Z200US44314,184,"Cleveland-Akron-Canton, OH",ZCTA5 44314,17646,4041,4,1,"$30,000","$2,500",$400,"$30,001","$55,000","$2,501","$4,600","$1,100","$55,001","$85,000","$4,601","$7,100","$1,800","$85,001","$115,000","$7,101","$9,600","$2,500","$115,001","$145,000","$9,601","$12,100","$3,300","$145,001","$12,101","$3,900"
44319,860Z200US44319,184,"Cleveland-Akron-Canton, OH",ZCTA5 44319,22196,1166,19,1,"$30,000","$2,500",$400,"$30,001","$55,000","$2,501","$4,600","$1,100","$55,001","$85,000","$4,601","$7,100","$1,800","$85,001","$115,000","$7,101","$9,600","$2,500","$115,001","$145,000","$9,601","$12,100","$3,300","$145,001","$12,101","$3,900"
44136,860Z200US44136,184,"Cleveland-Akron-Canton, OH",ZCTA5 44136,25261,1868,14,1,"$30,000","$2,500",$400,"$30,001","$55,000","$2,501","$4,600","$1,100","$55,001","$85,000","$4,601","$7,100","$1,800","$85,001","$115,000","$7,101","$9,600","$2,500","$115,001","$145,000","$9,601","$12,100","$3,300","$145,001","$12,101","$3,900"
44092,860Z200US44092,184,"Cleveland-Akron-Canton, OH",ZCTA5 44092,17138,2324,7,1,"$30,000","$2,500",$400,"$30,001","$55,000","$2,501","$4,600","$1,100","$55,001","$85,000","$4,601","$7,100","$1,800","$85,001","$115,000","$7,101","$9,600","$2,500","$115,001","$145,000","$9,601","$12,100","$3,300","$145,001","$12,101","$3,900"
44053,860Z200US44053,184,"Cleveland-Akron-Canton, OH",ZCTA5 44053,20973,1936,11,1,"$30,000","$2,500",$400,"$30,001","$55,000","$2,501","$4,600","$1,100","$55,001","$85,000","$4,601","$7,100","$1,800","$85,001","$115,000","$7,101","$9,600","$2,500","$115,001","$145,000","$9,601","$12,100","$3,300","$145,001","$12,101","$3,900"
44102,860Z200US44102,184,"Cleveland-Akron-Canton, OH",ZCTA5 44102,42078,6910,6,1,"$30,000","$2,500",$400,"$30,001","$55,000","$2,501","$4,600","$1,100","$55,001","$85,000","$4,601","$7,100","$1,800","$85,001","$115,000","$7,101","$9,600","$2,500","$115,001","$145,000","$9,601","$12,100","$3,300","$145,001","$12,101","$3,900"
44139,860Z200US44139,184,"Cleveland-Akron-Canton, OH",ZCTA5 44139,24912,1086,23,1,"$30,000","$2,500",$400,"$30,001","$55,000","$2,501","$4,600","$1,100","$55,001","$85,000","$4,601","$7,100","$1,800","$85,001","$115,000","$7,101","$9,600","$2,500","$115,001","$145,000","$9,601","$12,100","$3,300","$145,001","$12,101","$3,900"
44110,860Z200US44110,184,"Cleveland-Akron-Canton, OH",ZCTA5 44110,18006,4349,4,1,"$30,000","$2,500",$400,"$30,001","$55,000","$2,501","$4,600","$1,100","$55,001","$85,000","$4,601","$7,100","$1,800","$85,001","$115,000","$7,101","$9,600","$2,500","$115,001","$145,000","$9,601","$12,100","$3,300","$145,001","$12,101","$3,900"
44105,860Z200US44105,184,"Cleveland-Akron-Canton, OH",ZCTA5 44105,33667,3777,9,1,"$30,000","$2,500",$400,"$30,001","$55,000","$2,501","$4,600","$1,100","$55,001","$85,000","$4,601","$7,100","$1,800","$85,001","$115,000","$7,101","$9,600","$2,500","$115,001","$145,000","$9,601","$12,100","$3,300","$145,001","$12,101","$3,900"
44639,860Z200US44639,184,"Cleveland-Akron-Canton, OH",ZCTA5 44639,271,1115,0,1,"$30,000","$2,500",$400,"$30,001","$55,000","$2,501","$4,600","$1,100","$55,001","$85,000","$4,601","$7,100","$1,800","$85,001","$115,000","$7,101","$9,600","$2,500","$115,001","$145,000","$9,601","$12,100","$3,300","$145,001","$12,101","$3,900"
44308,860Z200US44308,184,"Cleveland-Akron-Canton, OH",ZCTA5 44308,1449,3138,0,1,"$30,000","$2,500",$400,"$30,001","$55,000","$2,501","$4,600","$1,100","$55,001","$85,000","$4,601","$7,100","$1,800","$85,001","$115,000","$7,101","$9,600","$2,500","$115,001","$145,000","$9,601","$12,100","$3,300","$145,001","$12,101","$3,900"
44301,860Z200US44301,184,"Cleveland-Akron-Canton, OH",ZCTA5 44301,14363,4040,4,1,"$30,000","$2,500",$400,"$30,001","$55,000","$2,501","$4,600","$1,100","$55,001","$85,000","$4,601","$7,100","$1,800","$85,001","$115,000","$7,101","$9,600","$2,500","$115,001","$145,000","$9,601","$12,100","$3,300","$145,001","$12,101","$3,900"
44215,860Z200US44215,184,"Cleveland-Akron-Canton, OH",ZCTA5 44215,2634,1187,2,1,"$30,000","$2,500",$400,"$30,001","$55,000","$2,501","$4,600","$1,100","$55,001","$85,000","$4,601","$7,100","$1,800","$85,001","$115,000","$7,101","$9,600","$2,500","$115,001","$145,000","$9,601","$12,100","$3,300","$145,001","$12,101","$3,900"
44108,860Z200US44108,184,"Cleveland-Akron-Canton, OH",ZCTA5 44108,20691,4636,4,1,"$30,000","$2,500",$400,"$30,001","$55,000","$2,501","$4,600","$1,100","$55,001","$85,000","$4,601","$7,100","$1,800","$85,001","$115,000","$7,101","$9,600","$2,500","$115,001","$145,000","$9,601","$12,100","$3,300","$145,001","$12,101","$3,900"
44714,860Z200US44714,184,"Cleveland-Akron-Canton, OH",ZCTA5 44714,9977,3828,3,1,"$30,000","$2,500",$400,"$30,001","$55,000","$2,501","$4,600","$1,100","$55,001","$85,000","$4,601","$7,100","$1,800","$85,001","$115,000","$7,101","$9,600","$2,500","$115,001","$145,000","$9,601","$12,100","$3,300","$145,001","$12,101","$3,900"
44710,860Z200US44710,184,"Cleveland-Akron-Canton, OH",ZCTA5 44710,8707,3953,2,1,"$30,000","$2,500",$400,"$30,001","$55,000","$2,501","$4,600","$1,100","$55,001","$85,000","$4,601","$7,100","$1,800","$85,001","$115,000","$7,101","$9,600","$2,500","$115,001","$145,000","$9,601","$12,100","$3,300","$145,001","$12,101","$3,900"
44128,860Z200US44128,184,"Cleveland-Akron-Canton, OH",ZCTA5 44128,28535,3250,9,1,"$30,000","$2,500",$400,"$30,001","$55,000","$2,501","$4,600","$1,100","$55,001","$85,000","$4,601","$7,100","$1,800","$85,001","$115,000","$7,101","$9,600","$2,500","$115,001","$145,000","$9,601","$12,100","$3,300","$145,001","$12,101","$3,900"
44011,860Z200US44011,184,"Cleveland-Akron-Canton, OH",ZCTA5 44011,24822,1194,21,1,"$30,000","$2,500",$400,"$30,001","$55,000","$2,501","$4,600","$1,100","$55,001","$85,000","$4,601","$7,100","$1,800","$85,001","$115,000","$7,101","$9,600","$2,500","$115,001","$145,000","$9,601","$12,100","$3,300","$145,001","$12,101","$3,900"
44302,860Z200US44302,184,"Cleveland-Akron-Canton, OH",ZCTA5 44302,5043,5611,1,1,"$30,000","$2,500",$400,"$30,001","$55,000","$2,501","$4,600","$1,100","$55,001","$85,000","$4,601","$7,100","$1,800","$85,001","$115,000","$7,101","$9,600","$2,500","$115,001","$145,000","$9,601","$12,100","$3,300","$145,001","$12,101","$3,900"
44147,860Z200US44147,184,"Cleveland-Akron-Canton, OH",ZCTA5 44147,19815,1526,13,1,"$30,000","$2,500",$400,"$30,001","$55,000","$2,501","$4,600","$1,100","$55,001","$85,000","$4,601","$7,100","$1,800","$85,001","$115,000","$7,101","$9,600","$2,500","$115,001","$145,000","$9,601","$12,100","$3,300","$145,001","$12,101","$3,900"
44127,860Z200US44127,184,"Cleveland-Akron-Canton, OH",ZCTA5 44127,4203,2345,2,1,"$30,000","$2,500",$400,"$30,001","$55,000","$2,501","$4,600","$1,100","$55,001","$85,000","$4,601","$7,100","$1,800","$85,001","$115,000","$7,101","$9,600","$2,500","$115,001","$145,000","$9,601","$12,100","$3,300","$145,001","$12,101","$3,900"
44718,860Z200US44718,184,"Cleveland-Akron-Canton, OH",ZCTA5 44718,12302,1470,8,1,"$30,000","$2,500",$400,"$30,001","$55,000","$2,501","$4,600","$1,100","$55,001","$85,000","$4,601","$7,100","$1,800","$85,001","$115,000","$7,101","$9,600","$2,500","$115,001","$145,000","$9,601","$12,100","$3,300","$145,001","$12,101","$3,900"
44614,860Z200US44614,184,"Cleveland-Akron-Canton, OH",ZCTA5 44614,13241,580,23,1,"$30,000","$2,500",$400,"$30,001","$55,000","$2,501","$4,600","$1,100","$55,001","$85,000","$4,601","$7,100","$1,800","$85,001","$115,000","$7,101","$9,600","$2,500","$115,001","$145,000","$9,601","$12,100","$3,300","$145,001","$12,101","$3,900"
44144,860Z200US44144,184,"Cleveland-Akron-Canton, OH",ZCTA5 44144,21446,3865,6,1,"$30,000","$2,500",$400,"$30,001","$55,000","$2,501","$4,600","$1,100","$55,001","$85,000","$4,601","$7,100","$1,800","$85,001","$115,000","$7,101","$9,600","$2,500","$115,001","$145,000","$9,601","$12,100","$3,300","$145,001","$12,101","$3,900"
44312,860Z200US44312,184,"Cleveland-Akron-Canton, OH",ZCTA5 44312,30508,1610,19,1,"$30,000","$2,500",$400,"$30,001","$55,000","$2,501","$4,600","$1,100","$55,001","$85,000","$4,601","$7,100","$1,800","$85,001","$115,000","$7,101","$9,600","$2,500","$115,001","$145,000","$9,601","$12,100","$3,300","$145,001","$12,101","$3,900"
44017,860Z200US44017,184,"Cleveland-Akron-Canton, OH",ZCTA5 44017,18582,3024,6,1,"$30,000","$2,500",$400,"$30,001","$55,000","$2,501","$4,600","$1,100","$55,001","$85,000","$4,601","$7,100","$1,800","$85,001","$115,000","$7,101","$9,600","$2,500","$115,001","$145,000","$9,601","$12,100","$3,300","$145,001","$12,101","$3,900"
43836,860Z200US43836,184,"Cleveland-Akron-Canton, OH",ZCTA5 43836,116,951,0,1,"$30,000","$2,500",$400,"$30,001","$55,000","$2,501","$4,600","$1,100","$55,001","$85,000","$4,601","$7,100","$1,800","$85,001","$115,000","$7,101","$9,600","$2,500","$115,001","$145,000","$9,601","$12,100","$3,300","$145,001","$12,101","$3,900"
44129,860Z200US44129,184,"Cleveland-Akron-Canton, OH",ZCTA5 44129,28851,4938,6,1,"$30,000","$2,500",$400,"$30,001","$55,000","$2,501","$4,600","$1,100","$55,001","$85,000","$4,601","$7,100","$1,800","$85,001","$115,000","$7,101","$9,600","$2,500","$115,001","$145,000","$9,601","$12,100","$3,300","$145,001","$12,101","$3,900"
44702,860Z200US44702,184,"Cleveland-Akron-Canton, OH",ZCTA5 44702,1049,1868,1,1,"$30,000","$2,500",$400,"$30,001","$55,000","$2,501","$4,600","$1,100","$55,001","$85,000","$4,601","$7,100","$1,800","$85,001","$115,000","$7,101","$9,600","$2,500","$115,001","$145,000","$9,601","$12,100","$3,300","$145,001","$12,101","$3,900"
44106,860Z200US44106,184,"Cleveland-Akron-Canton, OH",ZCTA5 44106,24622,5728,4,1,"$30,000","$2,500",$400,"$30,001","$55,000","$2,501","$4,600","$1,100","$55,001","$85,000","$4,601","$7,100","$1,800","$85,001","$115,000","$7,101","$9,600","$2,500","$115,001","$145,000","$9,601","$12,100","$3,300","$145,001","$12,101","$3,900"
44134,860Z200US44134,184,"Cleveland-Akron-Canton, OH",ZCTA5 44134,37914,3908,10,1,"$30,000","$2,500",$400,"$30,001","$55,000","$2,501","$4,600","$1,100","$55,001","$85,000","$4,601","$7,100","$1,800","$85,001","$115,000","$7,101","$9,600","$2,500","$115,001","$145,000","$9,601","$12,100","$3,300","$145,001","$12,101","$3,900"
44141,860Z200US44141,184,"Cleveland-Akron-Canton, OH",ZCTA5 44141,13771,569,24,1,"$30,000","$2,500",$400,"$30,001","$55,000","$2,501","$4,600","$1,100","$55,001","$85,000","$4,601","$7,100","$1,800","$85,001","$115,000","$7,101","$9,600","$2,500","$115,001","$145,000","$9,601","$12,100","$3,300","$145,001","$12,101","$3,900"
44333,860Z200US44333,184,"Cleveland-Akron-Canton, OH",ZCTA5 44333,19315,680,28,1,"$30,000","$2,500",$400,"$30,001","$55,000","$2,501","$4,600","$1,100","$55,001","$85,000","$4,601","$7,100","$1,800","$85,001","$115,000","$7,101","$9,600","$2,500","$115,001","$145,000","$9,601","$12,100","$3,300","$145,001","$12,101","$3,900"
44140,860Z200US44140,184,"Cleveland-Akron-Canton, OH",ZCTA5 44140,16047,3515,5,1,"$30,000","$2,500",$400,"$30,001","$55,000","$2,501","$4,600","$1,100","$55,001","$85,000","$4,601","$7,100","$1,800","$85,001","$115,000","$7,101","$9,600","$2,500","$115,001","$145,000","$9,601","$12,100","$3,300","$145,001","$12,101","$3,900"
44104,860Z200US44104,184,"Cleveland-Akron-Canton, OH",ZCTA5 44104,18901,4027,5,1,"$30,000","$2,500",$400,"$30,001","$55,000","$2,501","$4,600","$1,100","$55,001","$85,000","$4,601","$7,100","$1,800","$85,001","$115,000","$7,101","$9,600","$2,500","$115,001","$145,000","$9,601","$12,100","$3,300","$145,001","$12,101","$3,900"
44241,860Z200US44241,184,"Cleveland-Akron-Canton, OH",ZCTA5 44241,18161,818,22,1,"$30,000","$2,500",$400,"$30,001","$55,000","$2,501","$4,600","$1,100","$55,001","$85,000","$4,601","$7,100","$1,800","$85,001","$115,000","$7,101","$9,600","$2,500","$115,001","$145,000","$9,601","$12,100","$3,300","$145,001","$12,101","$3,900"
44250,860Z200US44250,184,"Cleveland-Akron-Canton, OH",ZCTA5 44250,1576,2227,1,1,"$30,000","$2,500",$400,"$30,001","$55,000","$2,501","$4,600","$1,100","$55,001","$85,000","$4,601","$7,100","$1,800","$85,001","$115,000","$7,101","$9,600","$2,500","$115,001","$145,000","$9,601","$12,100","$3,300","$145,001","$12,101","$3,900"
44303,860Z200US44303,184,"Cleveland-Akron-Canton, OH",ZCTA5 44303,7755,3682,2,1,"$30,000","$2,500",$400,"$30,001","$55,000","$2,501","$4,600","$1,100","$55,001","$85,000","$4,601","$7,100","$1,800","$85,001","$115,000","$7,101","$9,600","$2,500","$115,001","$145,000","$9,601","$12,100","$3,300","$145,001","$12,101","$3,900"
44670,860Z200US44670,184,"Cleveland-Akron-Canton, OH",ZCTA5 44670,151,1066,0,1,"$30,000","$2,500",$400,"$30,001","$55,000","$2,501","$4,600","$1,100","$55,001","$85,000","$4,601","$7,100","$1,800","$85,001","$115,000","$7,101","$9,600","$2,500","$115,001","$145,000","$9,601","$12,100","$3,300","$145,001","$12,101","$3,900"
44055,860Z200US44055,184,"Cleveland-Akron-Canton, OH",ZCTA5 44055,19775,3139,6,1,"$30,000","$2,500",$400,"$30,001","$55,000","$2,501","$4,600","$1,100","$55,001","$85,000","$4,601","$7,100","$1,800","$85,001","$115,000","$7,101","$9,600","$2,500","$115,001","$145,000","$9,601","$12,100","$3,300","$145,001","$12,101","$3,900"
44145,860Z200US44145,184,"Cleveland-Akron-Canton, OH",ZCTA5 44145,34027,2136,16,1,"$30,000","$2,500",$400,"$30,001","$55,000","$2,501","$4,600","$1,100","$55,001","$85,000","$4,601","$7,100","$1,800","$85,001","$115,000","$7,101","$9,600","$2,500","$115,001","$145,000","$9,601","$12,100","$3,300","$145,001","$12,101","$3,900"
44022,860Z200US44022,184,"Cleveland-Akron-Canton, OH",ZCTA5 44022,16609,551,30,1,"$30,000","$2,500",$400,"$30,001","$55,000","$2,501","$4,600","$1,100","$55,001","$85,000","$4,601","$7,100","$1,800","$85,001","$115,000","$7,101","$9,600","$2,500","$115,001","$145,000","$9,601","$12,100","$3,300","$145,001","$12,101","$3,900"
44122,860Z200US44122,184,"Cleveland-Akron-Canton, OH",ZCTA5 44122,36522,2930,12,1,"$30,000","$2,500",$400,"$30,001","$55,000","$2,501","$4,600","$1,100","$55,001","$85,000","$4,601","$7,100","$1,800","$85,001","$115,000","$7,101","$9,600","$2,500","$115,001","$145,000","$9,601","$12,100","$3,300","$145,001","$12,101","$3,900"
44202,860Z200US44202,184,"Cleveland-Akron-Canton, OH",ZCTA5 44202,22106,729,30,1,"$30,000","$2,500",$400,"$30,001","$55,000","$2,501","$4,600","$1,100","$55,001","$85,000","$4,601","$7,100","$1,800","$85,001","$115,000","$7,101","$9,600","$2,500","$115,001","$145,000","$9,601","$12,100","$3,300","$145,001","$12,101","$3,900"
44112,860Z200US44112,184,"Cleveland-Akron-Canton, OH",ZCTA5 44112,18679,4656,4,1,"$30,000","$2,500",$400,"$30,001","$55,000","$2,501","$4,600","$1,100","$55,001","$85,000","$4,601","$7,100","$1,800","$85,001","$115,000","$7,101","$9,600","$2,500","$115,001","$145,000","$9,601","$12,100","$3,300","$145,001","$12,101","$3,900"
44305,860Z200US44305,184,"Cleveland-Akron-Canton, OH",ZCTA5 44305,21206,3157,7,1,"$30,000","$2,500",$400,"$30,001","$55,000","$2,501","$4,600","$1,100","$55,001","$85,000","$4,601","$7,100","$1,800","$85,001","$115,000","$7,101","$9,600","$2,500","$115,001","$145,000","$9,601","$12,100","$3,300","$145,001","$12,101","$3,900"
43203,860Z200US43203,198,"Columbus-Marion-Zanesville, OH",ZCTA5 43203,8762,6081,1,1,"$30,000","$2,500",$400,"$30,001","$60,000","$2,501","$5,000","$1,100","$60,001","$90,000","$5,001","$7,500","$1,900","$90,001","$120,000","$7,501","$10,000","$2,600","$120,001","$150,000","$10,001","$12,500","$3,400","$150,001","$12,501","$4,100"
